"","RD","FARM","YR","JUL","DAY","TREAT","WOS","GLM","AREA","HAB","STUB","XCO","YCO","MOUSE","SX","V","T","P","WGT","LTH","FL","CL","FA","CN","FAEC","PH"
"3739",9,212,99,327,1,1,62,1,1,40,NA,7,6,NA,2,2,2,1,253,91,NA,3,1,0,NA,NA
"3740",9,212,99,327,1,1,62,2,4,80,NA,2,2,NA,1,0,0,0,120,74,NA,1,1,1,NA,NA
"3741",9,212,99,328,2,1,62,1,1,40,NA,1,1,NA,2,2,2,1,258,94,NA,1,1,1,NA,NA
"3742",9,212,99,328,2,1,62,1,1,40,NA,1,2,NA,2,4,2,1,104,70,NA,1,1,1,NA,NA
"3743",9,212,99,328,2,1,62,1,1,40,NA,3,2,NA,1,0,0,0,124,75,NA,1,1,1,NA,NA
"3744",9,212,99,328,2,1,62,1,1,40,NA,4,2,NA,1,0,0,0,230,95,NA,1,1,1,NA,NA
"3745",9,212,99,328,2,1,62,1,1,40,NA,6,3,NA,1,0,0,0,219,91,NA,1,1,1,NA,NA
"3746",9,212,99,328,2,1,62,1,1,40,NA,2,3,NA,1,0,0,0,220,94,NA,3,1,0,NA,NA
"3747",9,212,99,328,2,1,62,1,1,40,NA,3,4,NA,2,2,2,1,216,94,NA,1,1,1,NA,NA
"3748",9,212,99,328,2,1,62,1,1,40,NA,2,4,NA,1,0,0,0,161,82,NA,1,1,1,NA,NA
"3749",9,212,99,328,2,1,62,1,1,40,NA,1,4,NA,1,0,0,0,138,76,NA,1,1,1,NA,NA
"3750",9,212,99,328,2,1,62,1,1,40,NA,5,5,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"3751",9,212,99,328,2,1,62,1,1,40,NA,4,6,NA,1,0,0,0,189,89,NA,1,1,1,NA,0
"3752",9,212,99,328,2,1,62,2,4,80,NA,2,19,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"3753",9,212,99,328,2,1,62,2,4,80,NA,2,18,NA,1,0,0,0,0,0,NA,2,1,2,NA,0
"3754",9,212,99,328,2,1,62,2,4,80,NA,1,11,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"3755",9,212,99,328,2,1,62,2,4,80,NA,1,12,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"3756",9,212,99,328,2,1,62,2,3,57,NA,1,7,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"3757",9,212,99,328,2,1,62,2,3,57,NA,2,2,NA,2,2,2,1,114,74,NA,1,1,1,NA,0
"3758",9,511,99,322,1,2,62,2,3,57,NA,2,13,NA,2,2,2,1,149,80,NA,1,1,1,NA,NA
"3759",9,511,99,322,1,2,62,2,3,57,NA,2,15,NA,2,2,2,1,149,83,NA,1,1,1,NA,NA
"3760",9,511,99,322,1,2,62,2,3,57,NA,2,18,NA,1,0,0,0,155,81,NA,1,1,1,NA,NA
"3761",9,511,99,322,1,2,62,2,4,80,NA,2,16,NA,1,0,0,0,149,83,NA,1,1,1,NA,NA
"3762",9,511,99,322,1,2,62,1,1,40,NA,5,6,NA,2,2,3,1,194,87,NA,1,1,1,NA,NA
"3763",9,511,99,322,1,2,62,1,1,40,NA,2,5,NA,1,0,0,0,82,64,NA,1,1,1,NA,NA
"3764",9,511,99,322,1,2,62,1,1,40,NA,3,4,NA,2,2,1,1,101,70,NA,1,1,1,NA,NA
"3765",9,511,99,322,1,2,62,1,1,40,NA,1,2,NA,2,2,1,1,159,80,NA,1,1,1,NA,NA
"3766",9,511,99,322,1,2,62,1,1,40,NA,6,2,NA,2,3,1,1,99,70,NA,1,1,1,1,NA
"3767",9,511,99,322,1,2,62,1,1,40,NA,7,1,NA,2,3,2,1,199,88,NA,1,1,1,0,NA
"3768",9,511,99,322,1,2,62,1,1,40,NA,4,1,NA,1,0,0,0,171,88,NA,1,1,1,0,NA
"3769",9,511,99,322,1,2,62,2,2,31,NA,2,11,NA,1,0,0,0,171,88,NA,1,1,1,0,NA
"3770",9,511,99,322,1,2,62,2,2,31,NA,1,7,NA,2,2,1,1,147,83,NA,1,1,1,1,NA
"3771",9,511,99,323,2,2,62,2,3,57,NA,2,17,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3772",9,511,99,323,2,2,62,2,3,57,NA,2,15,NA,1,0,0,0,153,81,NA,1,1,1,0,0
"3773",9,511,99,323,2,2,62,2,3,57,NA,1,2,NA,2,2,3,1,132,80,NA,1,1,1,0,0
"3774",9,511,99,323,2,2,62,2,3,57,NA,1,15,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3775",9,511,99,323,2,2,62,2,4,80,NA,2,16,NA,1,0,0,0,70,59,NA,1,1,1,0,0
"3776",9,511,99,323,2,2,62,1,1,40,NA,4,1,NA,1,0,0,0,0,0,NA,2,1,2,0,0
"3777",9,511,99,323,2,2,62,1,1,40,NA,4,2,NA,2,2,1,1,101,70,NA,1,1,1,0,0
"3778",9,511,99,323,2,2,62,1,1,40,NA,2,2,0,2,2,1,1,94,70,NA,1,1,1,0,0
"3779",9,511,99,323,2,2,62,1,1,40,NA,7,3,0,1,0,0,0,100,70,NA,1,1,1,0,0
"3780",9,511,99,323,2,2,62,1,1,40,NA,2,3,0,2,2,1,1,110,72,NA,1,1,1,0,0
"3781",9,511,99,323,2,2,62,1,1,40,NA,1,3,0,2,1,1,1,70,62,NA,1,1,1,0,0
"3782",9,511,99,323,2,2,62,1,1,40,NA,5,4,0,2,1,1,1,74,66,NA,1,1,1,0,0
"3783",9,511,99,323,2,2,62,1,1,40,NA,1,4,0,2,3,1,1,115,73,NA,1,1,1,0,0
"3784",9,511,99,323,2,2,62,1,1,40,NA,2,5,0,1,0,0,0,193,91,NA,1,1,1,0,0
"3785",9,511,99,323,2,2,62,1,1,40,NA,6,6,0,2,2,1,1,93,70,NA,1,1,1,0,0
"3786",9,511,99,323,2,2,62,2,2,80,NA,2,5,0,2,4,1,2,112,80,NA,1,1,1,0,0
"3787",9,511,99,323,2,2,62,2,2,80,NA,1,13,0,1,0,0,0,145,81,NA,1,1,1,0,0
"3788",9,511,99,323,2,2,62,2,2,80,NA,2,20,0,1,0,0,0,93,72,NA,1,1,1,0,0
"3789",9,524,99,322,1,2,62,2,4,80,NA,1,1,NA,2,2,3,1,170,86,NA,1,1,1,NA,NA
"3790",9,524,99,322,1,2,62,2,4,80,NA,1,2,NA,1,0,0,0,156,85,NA,1,1,1,NA,NA
"3791",9,524,99,322,1,2,62,2,4,80,NA,2,3,NA,2,2,3,1,156,82,NA,1,1,1,NA,NA
"3792",9,524,99,322,1,2,62,2,4,80,NA,2,4,NA,2,2,3,2,245,85,NA,1,1,1,NA,NA
"3793",9,524,99,322,1,2,62,2,4,80,NA,2,5,0,2,2,3,1,151,85,NA,1,1,1,NA,NA
"3794",9,524,99,322,1,2,62,2,4,80,NA,1,6,0,2,2,2,1,125,76,NA,1,1,1,NA,NA
"3795",9,524,99,322,1,2,62,2,4,80,NA,1,7,0,1,0,0,0,160,85,NA,3,1,0,NA,NA
"3796",9,524,99,322,1,2,62,2,4,80,NA,2,8,0,2,2,3,2,217,87,NA,1,1,1,NA,NA
"3797",9,524,99,322,1,2,62,2,4,80,NA,2,9,0,1,0,0,0,166,84,NA,1,1,1,NA,NA
"3798",9,524,99,322,1,2,62,2,4,80,NA,1,13,0,2,2,3,1,167,86,NA,1,1,1,NA,NA
"3799",9,524,99,322,1,2,62,2,4,80,NA,1,15,0,2,2,2,2,215,86,NA,1,1,1,NA,NA
"3800",9,524,99,322,1,2,62,2,4,80,NA,2,15,0,1,0,0,0,162,86,NA,1,1,1,NA,NA
"3801",9,524,99,322,1,2,62,2,4,80,NA,2,20,0,1,0,0,0,54,58,NA,1,1,1,1,NA
"3802",9,524,99,322,1,2,62,2,4,80,NA,1,19,0,2,2,1,2,133,81,NA,1,1,1,0,NA
"3803",9,524,99,322,1,2,62,2,3,57,NA,2,14,0,2,2,2,2,179,90,NA,1,1,1,1,NA
"3804",9,524,99,322,1,2,62,2,3,57,NA,2,6,0,1,0,0,0,70,62,NA,1,1,1,1,NA
"3805",9,524,99,322,1,2,62,2,3,57,NA,1,20,0,0,0,0,0,0,0,NA,0,0,0,0,1
"3806",9,524,99,322,1,2,62,2,3,57,NA,1,8,0,1,0,0,0,145,88,NA,1,1,1,0,0
"3807",9,524,99,322,1,2,62,2,3,57,NA,1,6,0,1,0,0,0,155,89,NA,1,1,1,0,0
"3808",9,524,99,322,1,2,62,1,1,40,NA,1,2,0,1,0,0,0,163,85,NA,1,1,1,0,0
"3809",9,524,99,322,1,2,62,1,1,40,NA,7,2,0,1,0,0,0,138,80,NA,1,1,1,0,0
"3810",9,524,99,322,1,2,62,1,1,40,NA,5,3,0,1,0,0,0,177,86,1,1,1,1,0,0
"3811",9,524,99,322,1,2,62,2,2,80,NA,2,4,0,1,0,0,0,182,92,0,3,1,0,0,0
"3812",9,524,99,322,1,2,62,2,2,80,NA,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"3813",9,524,99,322,1,2,62,2,2,80,NA,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
"3814",9,524,99,322,1,2,62,2,2,80,NA,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"3815",9,524,99,322,1,2,62,2,2,80,NA,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"3816",9,524,99,322,1,2,62,2,2,80,NA,1,19,0,2,1,1,1,92,71,0,1,1,1,0,0
"3817",9,524,99,323,2,2,62,2,4,80,NA,1,18,0,2,2,2,2,238,96,0,3,1,0,0,0
"3818",9,524,99,323,2,2,62,2,4,80,NA,2,12,0,2,0,0,0,0,0,0,2,1,2,0,0
"3819",9,524,99,323,2,2,62,2,4,80,NA,2,11,0,2,2,2,2,190,91,0,1,1,1,0,0
"3820",9,524,99,323,2,2,62,2,4,80,NA,2,13,0,1,0,0,0,186,87,0,1,1,1,0,0
"3821",9,524,99,323,2,2,62,2,4,80,NA,1,13,0,2,0,0,0,0,0,0,2,1,2,0,0
"3822",9,524,99,323,2,2,62,2,4,80,NA,1,12,0,2,2,3,1,176,88,0,1,1,1,0,0
"3823",9,524,99,323,2,2,62,2,4,80,NA,2,10,0,1,0,0,0,0,0,0,2,1,2,0,0
"3824",9,524,99,323,2,2,62,2,4,80,NA,1,9,0,2,1,1,1,55,57,0,1,1,1,0,0
"3825",9,524,99,323,2,2,62,2,4,80,NA,2,9,0,1,0,0,0,0,0,0,2,1,0,0,0
"3826",9,524,99,323,2,2,62,2,4,80,NA,1,8,0,2,0,0,0,0,0,0,2,1,2,0,0
"3827",9,524,99,323,2,2,62,2,4,80,NA,1,6,0,1,0,0,0,176,83,0,3,1,0,0,0
"3828",9,524,99,323,2,2,62,2,4,80,NA,1,4,0,2,0,0,0,0,0,0,2,1,2,0,0
"3829",9,524,99,323,2,2,62,2,4,80,NA,2,4,0,1,0,0,0,0,0,0,2,1,2,0,0
"3830",9,524,99,323,2,2,62,2,4,80,NA,2,3,0,1,0,0,0,0,0,0,2,1,2,0,0
"3831",9,524,99,323,2,2,62,2,4,80,NA,2,1,0,1,0,0,0,0,0,0,2,1,2,0,0
"3832",9,524,99,323,2,2,62,2,4,80,NA,1,1,0,1,0,0,0,0,0,0,2,1,2,0,0
"3833",9,524,99,323,2,2,62,2,3,57,NA,1,7,0,1,0,0,0,0,0,0,2,1,2,0,0
"3834",9,524,99,323,2,2,62,2,3,57,NA,2,3,0,2,2,2,1,144,82,0,3,1,0,0,0
"3835",9,524,99,323,2,2,62,2,3,57,NA,2,8,0,2,4,1,1,129,80,0,1,1,1,0,0
"3836",9,524,99,323,2,2,62,2,3,57,NA,2,11,0,2,4,1,1,139,85,0,1,1,1,0,0
"3837",9,524,99,323,2,2,62,2,3,57,NA,2,15,0,2,0,0,0,0,0,0,2,1,2,0,0
"3838",9,524,99,323,2,2,62,2,3,57,NA,2,19,0,1,0,0,0,0,0,0,2,1,2,0,0
"3839",9,524,99,323,2,2,62,2,2,80,NA,2,1,0,1,0,0,0,70,61,0,1,1,1,1,0
"3840",9,524,99,323,2,2,62,2,2,80,NA,1,7,0,1,0,0,0,99,69,0,1,1,1,0,0
"3841",9,524,99,323,2,2,62,2,2,80,NA,2,8,0,1,0,0,0,229,95,0,3,1,0,0,0
"3842",9,524,99,323,2,2,62,2,2,80,NA,2,10,0,1,0,0,0,195,91,0,1,1,1,0,0
"3843",9,524,99,323,2,2,62,2,2,80,NA,1,19,0,2,2,3,1,154,83,0,1,1,1,0,0
"3844",9,524,99,323,2,2,62,2,2,80,NA,2,14,0,1,0,0,0,192,89,0,1,1,1,0,0
"3845",9,550,99,322,1,2,62,2,3,57,NA,2,5,NA,1,NA,NA,NA,150,83,NA,1,1,1,1,0
"3846",9,550,99,322,1,2,62,2,3,57,NA,2,20,NA,1,NA,NA,NA,151,81,NA,1,1,1,0,0
"3847",9,550,99,322,1,2,62,2,4,80,NA,1,6,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1
"3848",9,550,99,322,1,2,62,1,1,40,NA,1,4,NA,1,NA,NA,NA,176,80,0,1,1,1,0,0
"3849",9,550,99,322,1,2,62,1,1,40,NA,4,4,NA,2,2,2,1,231,92,0,3,1,0,1,0
"3850",9,550,99,322,1,2,62,1,1,40,NA,5,4,NA,1,0,0,0,183,85,0,1,1,1,1,0
"3851",9,550,99,322,1,2,62,1,1,40,NA,6,6,NA,2,2,2,2,192,82,0,1,1,1,0,0
"3852",9,550,99,322,1,2,62,1,1,40,NA,6,1,NA,1,0,0,0,182,88,0,1,1,1,0,0
"3853",9,550,99,322,1,2,62,1,1,40,NA,2,1,NA,2,1,1,1,80,65,0,1,1,1,0,0
"3854",9,550,99,322,1,2,62,1,1,40,NA,2,3,NA,2,2,2,2,217,85,0,1,1,1,1,0
"3855",9,550,99,322,1,2,62,2,2,80,NA,2,11,NA,1,0,0,0,0,0,0,1,3,1,0,0
"3856",9,550,99,322,1,2,62,2,2,80,NA,2,19,NA,1,0,0,0,65,0,0,1,2,1,0,0
"3857",9,550,99,323,2,2,62,2,3,57,NA,2,20,NA,2,2,2,1,151,81,0,1,1,1,1,0
"3858",9,550,99,323,2,2,62,2,3,57,NA,2,18,NA,1,0,0,0,133,75,0,1,1,1,0,0
"3859",9,550,99,323,2,2,62,2,3,57,NA,2,17,NA,1,0,0,0,150,83,0,1,1,1,0,0
"3860",9,550,99,323,2,2,62,2,3,57,NA,2,12,NA,2,0,0,0,0,0,0,2,1,2,0,0
"3861",9,550,99,323,2,2,62,2,3,57,NA,2,10,NA,2,4,2,1,152,86,0,1,1,1,0,0
"3862",9,550,99,323,2,2,62,2,3,57,NA,2,8,NA,1,0,0,0,0,0,0,2,1,0,0,0
"3863",9,550,99,323,2,2,62,1,1,40,NA,7,2,NA,1,0,0,0,115,74,0,1,1,1,0,0
"3864",9,550,99,323,2,2,62,1,1,40,NA,1,4,NA,2,2,1,1,100,72,0,1,1,1,0,0
"3865",9,550,99,323,2,2,62,1,1,40,NA,1,6,NA,2,2,1,1,101,72,0,1,1,1,0,0
"3866",9,550,99,323,2,2,62,1,1,40,NA,4,6,NA,2,3,2,1,192,85,0,1,1,1,0,0
"3867",9,550,99,323,2,2,62,1,1,40,NA,5,6,NA,2,2,1,1,99,70,0,1,1,1,0,0
"3868",9,550,99,323,2,2,62,1,1,40,NA,6,6,NA,1,0,0,0,126,76,0,1,1,1,0,0
"3869",9,550,99,323,2,2,62,1,1,40,NA,6,1,NA,2,2,2,2,320,0,0,1,1,1,0,0
"3870",9,550,99,323,2,2,62,1,1,40,NA,2,3,NA,1,0,0,0,194,87,1,1,1,1,0,0
"3871",9,550,99,323,2,2,62,2,3,57,NA,1,20,NA,1,0,0,0,145,80,0,1,1,1,0,0
"3872",9,550,99,323,2,2,62,2,4,80,NA,1,5,NA,1,0,0,0,121,81,0,1,1,1,1,0
"3873",9,550,99,323,2,2,62,2,2,80,NA,2,13,NA,0,0,0,0,0,0,0,0,0,0,0,1
"3874",9,550,99,323,2,2,62,2,2,80,NA,2,7,NA,0,0,0,0,0,0,0,0,0,0,0,1
"3875",9,9,99,320,1,1,62,2,4,80,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3876",9,9,99,320,1,1,62,2,4,80,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3877",9,9,99,320,1,1,62,2,2,80,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3878",9,9,99,320,1,1,62,1,1,40,NA,7,2,NA,1,NA,NA,NA,184,85,NA,1,1,1,NA,0
"3879",9,9,99,321,2,1,62,1,1,40,NA,1,2,NA,1,NA,NA,NA,119,72,NA,1,1,1,NA,0
"3880",9,9,99,321,2,1,62,1,1,40,NA,2,5,NA,2,2,1,1,108,71,NA,1,1,1,NA,0
"3881",9,9,99,321,2,1,62,1,1,40,NA,2,2,NA,1,0,0,0,211,90,NA,1,1,1,1,0
"3882",9,9,99,321,2,1,62,1,1,40,NA,5,6,NA,2,2,3,2,350,97,NA,1,1,1,1,0
"3883",9,9,99,321,2,1,62,1,1,40,NA,6,3,NA,1,0,0,0,193,90,NA,1,1,1,0,0
"3884",9,9,99,321,2,1,62,1,1,40,NA,7,2,NA,1,0,0,0,186,88,NA,1,1,1,1,0
"3885",9,9,99,321,2,1,62,1,1,40,NA,7,1,NA,2,4,2,1,200,91,NA,1,1,1,1,0
"3886",9,9,99,321,2,1,62,2,4,80,NA,2,5,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3887",9,9,99,321,2,1,62,2,3,57,NA,2,19,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3888",9,9,99,321,2,1,62,2,3,57,NA,2,20,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3889",9,9,99,321,2,1,62,2,3,57,NA,1,19,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3890",9,9,99,321,2,1,62,2,3,57,NA,1,20,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3891",9,9,99,321,2,1,62,2,2,80,NA,2,2,NA,2,2,3,2,245,85,NA,1,1,1,0,0
"3892",10,1,0,6,1,1,69,2,2,80,NA,2,8,NA,2,1,1,1,62,56,NA,1,1,1,1,NA
"3893",10,1,0,6,1,1,69,1,1,40,NA,3,3,NA,1,0,0,0,60,64,NA,1,1,1,0,NA
"3894",10,1,0,6,1,1,69,1,1,40,NA,4,5,NA,1,0,0,0,51,0,NA,1,2,1,0,NA
"3895",10,1,0,6,1,1,69,2,4,80,NA,1,1,NA,1,0,0,0,155,82,NA,1,1,1,0,NA
"3896",10,1,0,6,1,1,69,2,4,80,NA,2,3,NA,1,0,0,0,151,82,NA,1,1,1,0,NA
"3897",10,1,0,6,1,1,69,2,4,80,NA,2,10,NA,1,0,0,0,128,78,NA,1,1,1,0,NA
"3898",10,1,0,6,1,1,69,2,4,80,NA,1,12,NA,0,0,0,0,0,0,NA,0,0,0,0,1
"3899",10,1,0,6,1,1,69,2,4,80,NA,2,16,NA,2,2,1,1,110,72,NA,1,1,1,0,0
"3900",10,1,0,6,1,1,69,2,3,57,NA,2,20,NA,2,4,1,1,128,77,NA,1,1,1,1,0
"3901",10,1,0,6,1,1,69,2,3,57,NA,2,16,NA,2,2,1,1,114,72,1,1,1,1,0,0
"3902",10,1,0,6,1,1,69,2,3,57,NA,2,12,NA,2,1,1,1,101,68,0,1,1,1,0,0
"3903",10,1,0,6,1,1,69,2,3,57,NA,2,8,NA,1,0,0,0,112,74,0,1,1,1,1,0
"3904",10,1,0,6,1,1,69,2,3,57,NA,2,2,NA,2,2,1,1,109,71,0,1,1,1,0,0
"3905",10,1,0,6,1,1,69,2,3,57,NA,2,1,NA,1,0,0,0,164,83,0,1,1,1,1,0
"3906",10,1,0,6,1,1,69,2,3,57,NA,1,20,NA,1,0,0,0,157,86,0,1,1,1,0,0
"3907",10,1,0,6,1,1,69,2,3,57,NA,1,19,NA,2,2,2,1,132,80,0,1,1,1,0,0
"3908",10,1,0,6,1,1,69,2,3,57,NA,1,17,NA,2,2,3,2,244,86,0,1,1,1,1,0
"3909",10,1,0,6,1,1,69,2,3,57,NA,1,15,NA,2,0,0,0,130,0,0,1,2,1,0,0
"3910",10,1,0,6,1,1,69,2,3,57,NA,1,14,NA,2,2,1,1,127,77,0,1,1,1,1,0
"3911",10,1,0,6,1,1,69,2,3,57,NA,1,11,NA,1,0,0,0,152,83,0,1,1,1,0,0
"3912",10,1,0,6,1,1,69,2,3,57,NA,1,10,0,2,2,2,1,171,86,0,1,1,1,0,0
"3913",10,1,0,6,1,1,69,2,3,57,NA,1,9,0,2,2,3,1,150,85,0,1,1,1,0,0
"3914",10,1,0,6,1,1,69,2,3,57,NA,1,8,0,1,0,0,0,161,85,0,1,1,1,0,0
"3915",10,1,0,6,1,1,69,2,3,57,NA,1,7,0,2,2,3,1,171,87,0,1,1,1,1,0
"3916",10,1,0,6,1,1,69,2,3,57,NA,1,6,0,2,2,2,1,170,87,0,1,1,1,0,0
"3917",10,1,0,6,1,1,69,2,3,57,NA,1,4,0,2,1,1,1,60,62,0,1,1,1,0,0
"3918",10,1,0,6,1,1,69,2,3,57,NA,1,3,0,1,0,0,0,120,77,0,1,1,1,0,0
"3919",10,1,0,6,1,1,69,2,3,57,NA,1,2,0,2,2,1,1,168,84,0,1,1,1,0,0
"3920",10,1,0,7,2,1,69,1,1,40,NA,3,4,0,1,0,0,0,79,64,0,1,1,1,0,0
"3921",10,1,0,7,2,1,69,1,1,40,NA,1,4,0,2,2,3,1,150,81,0,1,1,1,0,0
"3922",10,1,0,7,2,1,69,2,3,57,NA,1,2,0,1,0,0,0,163,83,0,1,1,1,0,0
"3923",10,1,0,7,2,1,69,2,3,57,NA,1,3,0,1,0,0,0,152,82,0,1,1,1,0,0
"3924",10,1,0,7,2,1,69,2,3,57,NA,1,4,0,1,0,0,0,70,63,0,1,1,1,1,0
"3925",10,1,0,7,2,1,69,2,3,57,NA,1,5,0,2,2,2,1,113,73,0,1,1,1,0,0
"3926",10,1,0,7,2,1,69,2,3,57,NA,1,6,0,1,0,0,0,150,83,0,3,1,0,0,0
"3927",10,1,0,7,2,1,69,2,3,57,NA,1,7,0,2,2,2,1,150,83,0,1,1,1,0,0
"3928",10,1,0,7,2,1,69,2,3,57,NA,1,8,0,2,2,3,1,175,82,0,1,1,1,0,0
"3929",10,1,0,7,2,1,69,2,3,57,NA,1,9,0,2,0,0,0,0,0,0,2,1,2,0,0
"3930",10,1,0,7,2,1,69,2,3,57,NA,1,10,0,2,0,0,0,0,0,0,2,1,2,0,0
"3931",10,1,0,7,2,1,69,2,3,57,NA,1,14,0,2,0,0,0,0,0,0,2,1,2,0,0
"3932",10,1,0,7,2,1,69,2,3,57,NA,1,16,0,1,0,0,0,0,0,0,2,1,2,0,0
"3933",10,1,0,7,2,1,69,2,3,57,NA,1,17,0,1,0,0,0,167,83,0,1,1,1,0,0
"3934",10,1,0,7,2,1,69,2,3,57,NA,1,19,0,1,0,0,0,156,83,0,1,1,1,1,0
"3935",10,1,0,7,2,1,69,2,3,57,NA,2,2,0,1,0,0,0,0,0,0,2,1,2,0,0
"3936",10,1,0,7,2,1,69,2,3,57,NA,2,10,0,2,2,2,1,139,79,0,1,1,1,0,0
"3937",10,1,0,7,2,1,69,2,3,57,NA,2,12,0,2,2,2,1,188,89,0,1,1,1,0,0
"3938",10,1,0,7,2,1,69,2,3,57,NA,2,13,0,2,2,2,1,184,91,0,1,1,1,0,0
"3939",10,1,0,7,2,1,69,2,3,57,NA,2,14,0,2,0,0,0,0,0,0,2,1,2,0,0
"3940",10,1,0,7,2,1,69,2,3,57,NA,2,15,0,2,0,0,0,0,0,0,2,1,2,0,0
"3941",10,1,0,7,2,1,69,2,3,57,NA,2,16,0,1,0,0,0,134,77,0,1,1,1,0,0
"3942",10,1,0,7,2,1,69,2,3,57,NA,2,19,0,2,1,1,1,125,73,0,1,1,1,1,0
"3943",10,1,0,7,2,1,69,2,3,57,NA,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"3944",10,1,0,7,2,1,69,2,4,80,NA,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"3945",10,1,0,7,2,1,69,2,4,80,NA,2,7,0,1,0,0,0,125,77,0,1,1,1,0,0
"3946",10,1,0,7,2,1,69,2,4,80,NA,2,9,0,1,0,0,0,115,75,0,1,1,1,0,0
"3947",10,1,0,7,2,1,69,2,4,80,NA,1,12,0,1,0,0,0,0,0,0,2,1,2,0,0
"3948",10,1,0,7,2,1,69,2,4,80,NA,2,17,0,2,1,1,1,95,65,0,1,1,1,1,0
"3949",10,1,0,7,2,1,69,2,4,80,NA,1,19,0,2,1,1,1,94,68,0,1,1,1,0,0
"3950",10,1,0,7,2,1,69,2,4,80,NA,1,20,0,1,0,0,0,96,69,0,1,1,1,1,0
"3951",10,9,0,6,1,1,69,2,2,80,NA,1,20,0,1,0,0,0,142,80,0,1,1,1,0,0
"3952",10,9,0,6,1,1,69,2,2,80,NA,2,20,0,1,0,0,0,198,88,0,1,1,1,0,0
"3953",10,9,0,6,1,1,69,2,2,80,NA,1,18,0,2,1,1,1,86,69,0,1,1,1,0,0
"3954",10,9,0,6,1,1,69,2,2,80,NA,2,17,0,2,1,1,1,105,71,0,1,1,1,0,0
"3955",10,9,0,6,1,1,69,2,2,80,NA,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"3956",10,9,0,6,1,1,69,2,2,80,NA,1,3,0,1,0,0,0,102,71,0,1,1,1,0,0
"3957",10,9,0,6,1,1,69,1,1,41,NA,2,5,0,1,0,0,0,140,80,0,1,1,1,0,0
"3958",10,9,0,6,1,1,69,1,1,41,NA,3,4,0,1,0,0,0,152,82,0,1,1,1,0,0
"3959",10,9,0,6,1,1,69,2,4,80,NA,1,20,0,1,0,0,0,140,79,0,1,1,1,0,0
"3960",10,9,0,6,1,1,69,2,4,80,NA,1,9,0,1,0,0,0,125,75,0,1,1,1,0,0
"3961",10,9,0,6,1,1,69,2,4,80,NA,2,6,0,1,0,0,0,131,77,1,1,1,1,0,0
"3962",10,9,0,6,1,1,69,2,4,80,NA,1,3,0,2,2,2,2,196,85,1,1,1,1,0,0
"3963",10,9,0,6,1,1,69,2,4,80,NA,2,2,0,1,0,0,0,143,79,0,1,1,1,0,0
"3964",10,9,0,6,1,1,69,2,3,57,NA,2,19,0,1,0,0,0,107,74,0,1,1,1,0,0
"3965",10,9,0,6,1,1,69,2,3,57,NA,2,18,0,1,0,0,0,88,68,0,1,1,1,0,0
"3966",10,9,0,6,1,1,69,2,3,57,NA,2,14,0,2,1,1,1,99,68,0,1,1,1,0,0
"3967",10,9,0,6,1,1,69,2,3,57,NA,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1
"3968",10,9,0,6,1,1,69,2,3,57,NA,2,4,0,2,2,2,1,165,82,0,1,1,1,0,0
"3969",10,9,0,6,1,1,69,2,3,57,NA,2,4,0,1,0,0,0,135,78,0,1,1,1,0,0
"3970",10,9,0,6,1,1,69,2,3,57,NA,2,3,0,2,2,2,1,163,82,1,1,1,1,0,0
"3971",10,9,0,6,1,1,69,2,3,57,NA,1,19,0,1,0,0,0,138,78,0,1,1,1,0,0
"3972",10,9,0,6,1,1,69,2,3,57,NA,1,16,0,1,0,0,0,127,77,0,1,1,1,0,0
"3973",10,9,0,6,1,1,69,2,3,57,NA,1,15,0,1,0,0,0,182,84,0,1,1,1,0,0
"3974",10,9,0,6,1,1,69,2,3,57,NA,1,12,0,2,2,3,1,160,80,0,1,1,1,0,0
"3975",10,9,0,6,1,1,69,2,3,57,NA,1,11,0,1,0,0,0,151,83,0,1,1,1,0,0
