"","RD","FARM","YR","JUL","DAY","TREAT","WOS","GLM","AREA","HAB","STUB","XCO","YCO","PERC"
"3142",6,231,99,191,1,2,43,1,1,40,NA,1,5,4
"3143",6,231,99,191,1,2,43,1,1,40,NA,2,3,1
"3144",6,231,99,191,1,2,43,1,1,40,NA,4,4,1
"3145",6,231,99,191,1,2,43,2,3,57,3,1,7,4
"3146",6,231,99,191,1,2,43,2,4,80,0,1,2,2
"3147",6,231,99,191,1,2,43,2,4,80,0,1,3,8
"3148",6,231,99,191,1,2,43,2,4,80,0,1,5,9
"3149",6,231,99,191,1,2,43,2,4,80,0,1,6,9
"3150",6,231,99,191,1,2,43,2,4,80,0,1,7,4
"3151",6,231,99,191,1,2,43,2,4,80,0,1,8,9
"3152",6,231,99,191,1,2,43,2,4,80,0,1,9,6
"3153",6,231,99,191,1,2,43,2,4,80,0,1,10,2
"3154",6,231,99,191,1,2,43,2,4,80,0,2,1,3
"3155",6,231,99,191,1,2,43,2,4,80,0,2,2,5
"3156",6,231,99,191,1,2,43,2,4,80,0,2,3,2
"3157",6,231,99,191,1,2,43,2,4,80,0,2,6,4
"3158",6,231,99,191,1,2,43,2,4,80,0,2,7,4
"3159",6,231,99,192,2,2,43,1,1,40,0,1,5,1
"3160",6,231,99,192,2,2,43,1,1,40,0,2,2,1
"3161",6,231,99,192,2,2,43,1,1,40,0,2,3,5
"3162",6,231,99,192,2,2,43,1,1,40,0,2,4,3
"3163",6,231,99,192,2,2,43,1,1,40,0,3,1,1
"3164",6,231,99,192,2,2,43,1,1,40,0,3,4,3
"3165",6,231,99,192,2,2,43,1,1,40,0,3,5,2
"3166",6,231,99,192,2,2,43,1,1,40,0,4,3,1
"3167",6,231,99,192,2,2,43,1,1,40,0,5,3,1
"3168",6,231,99,192,2,2,43,2,3,57,3,1,5,3
"3169",6,231,99,192,2,2,43,2,4,80,0,1,1,3
"3170",6,231,99,192,2,2,43,2,4,80,0,1,2,3
"3171",6,231,99,192,2,2,43,2,4,80,0,1,3,9
"3172",6,231,99,192,2,2,43,2,4,80,0,1,4,5
"3173",6,231,99,192,2,2,43,2,4,80,0,1,5,26
"3174",6,231,99,192,2,2,43,2,4,80,0,1,6,17
"3175",6,231,99,192,2,2,43,2,4,80,0,1,7,2
"3176",6,231,99,192,2,2,43,2,4,80,0,1,8,12
"3177",6,231,99,192,2,2,43,2,4,80,0,1,9,27
"3178",6,231,99,192,2,2,43,2,4,80,0,1,10,6
"3179",6,231,99,192,2,2,43,2,4,80,0,2,1,2
"3180",6,231,99,192,2,2,43,2,4,80,0,2,2,2
"3181",6,231,99,192,2,2,43,2,4,80,0,2,3,1
"3182",6,231,99,192,2,2,43,2,4,80,0,2,5,2
"3183",6,231,99,192,2,2,43,2,4,80,0,2,6,2
"3184",6,231,99,192,2,2,43,2,4,80,0,2,10,1
"3185",6,232,99,191,1,1,43,2,2,80,NA,1,3,1
"3186",6,232,99,191,1,1,43,2,2,80,NA,1,4,31
"3187",6,232,99,191,1,1,43,2,2,80,NA,1,5,24
"3188",6,232,99,191,1,1,43,2,2,80,NA,1,7,26
"3189",6,232,99,191,1,1,43,2,2,80,NA,1,8,2
"3190",6,232,99,191,1,1,43,2,2,80,NA,1,9,45
"3191",6,232,99,191,1,1,43,2,2,80,NA,1,10,29
"3192",6,232,99,191,1,1,43,2,2,80,NA,2,3,15
"3193",6,232,99,191,1,1,43,2,2,80,NA,2,4,4
"3194",6,232,99,191,1,1,43,2,2,80,NA,2,5,20
"3195",6,232,99,191,1,1,43,2,2,80,NA,2,8,3
"3196",6,232,99,191,1,1,43,2,2,80,NA,2,9,28
"3197",6,232,99,191,1,1,43,2,2,80,NA,2,10,3
"3198",6,232,99,191,1,1,43,2,3,57,3,1,1,100
"3199",6,232,99,191,1,1,43,2,3,57,3,1,2,100
"3200",6,232,99,191,1,1,43,2,3,57,3,1,3,100
"3201",6,232,99,191,1,1,43,2,3,57,3,1,4,100
"3202",6,232,99,191,1,1,43,2,3,57,3,1,5,88
"3203",6,232,99,191,1,1,43,2,3,57,3,1,6,100
"3204",6,232,99,191,1,1,43,2,3,57,3,1,7,100
"3205",6,232,99,191,1,1,43,2,3,57,3,1,8,100
"3206",6,232,99,191,1,1,43,2,3,57,3,1,9,100
"3207",6,232,99,191,1,1,43,2,3,57,3,1,10,27
"3208",6,232,99,191,1,1,43,2,3,57,3,2,1,90
"3209",6,232,99,191,1,1,43,2,3,57,3,2,2,100
"3210",6,232,99,191,1,1,43,2,3,57,3,2,3,85
"3211",6,232,99,191,1,1,43,2,3,57,3,2,4,100
"3212",6,232,99,191,1,1,43,2,3,57,3,2,5,100
"3213",6,232,99,191,1,1,43,2,3,57,3,2,6,100
"3214",6,232,99,191,1,1,43,2,3,57,3,2,7,47
"3215",6,232,99,191,1,1,43,2,3,57,3,2,8,100
"3216",6,232,99,191,1,1,43,2,3,57,3,2,9,78
"3217",6,232,99,191,1,1,43,2,3,57,3,2,10,100
"3218",6,232,99,191,1,1,43,2,4,80,0,1,2,100
"3219",6,232,99,191,1,1,43,2,4,80,0,1,3,100
"3220",6,232,99,191,1,1,43,2,4,80,0,1,4,100
"3221",6,232,99,191,1,1,43,2,4,80,0,1,5,3
"3222",6,232,99,191,1,1,43,2,4,80,0,1,6,38
"3223",6,232,99,191,1,1,43,2,4,80,0,1,7,61
"3224",6,232,99,191,1,1,43,2,4,80,0,1,8,19
"3225",6,232,99,191,1,1,43,2,4,80,0,1,9,98
"3226",6,232,99,191,1,1,43,2,4,80,0,1,10,100
"3227",6,232,99,191,1,1,43,2,4,80,0,2,2,100
"3228",6,232,99,191,1,1,43,2,4,80,0,2,3,100
"3229",6,232,99,191,1,1,43,2,4,80,0,2,4,99
"3230",6,232,99,191,1,1,43,2,4,80,0,2,5,5
"3231",6,232,99,191,1,1,43,2,4,80,0,2,6,62
"3232",6,232,99,191,1,1,43,2,4,80,0,2,7,100
"3233",6,232,99,191,1,1,43,2,4,80,0,2,8,34
"3234",6,232,99,191,1,1,43,2,4,80,0,2,9,48
"3235",6,232,99,191,1,1,43,2,4,80,0,2,10,100
"3236",6,232,99,192,2,1,43,1,1,40,0,1,3,2
"3237",6,232,99,192,2,1,43,1,1,40,0,3,1,1
"3238",6,232,99,192,2,1,43,2,2,80,0,1,3,17
"3239",6,232,99,192,2,1,43,2,2,80,0,1,4,22
"3240",6,232,99,192,2,1,43,2,2,80,0,1,5,15
"3241",6,232,99,192,2,1,43,2,2,80,0,1,7,4
"3242",6,232,99,192,2,1,43,2,2,80,0,1,8,12
"3243",6,232,99,192,2,1,43,2,2,80,0,1,9,63
"3244",6,232,99,192,2,1,43,2,2,80,0,1,10,16
"3245",6,232,99,192,2,1,43,2,2,80,0,2,2,3
"3246",6,232,99,192,2,1,43,2,2,80,0,2,4,8
"3247",6,232,99,192,2,1,43,2,2,80,0,2,5,8
"3248",6,232,99,192,2,1,43,2,2,80,0,2,6,1
"3249",6,232,99,192,2,1,43,2,2,80,0,2,7,1
"3250",6,232,99,192,2,1,43,2,2,80,0,2,8,3
"3251",6,232,99,192,2,1,43,2,2,80,0,2,9,22
"3252",6,232,99,192,2,1,43,2,2,80,0,2,10,24
"3253",6,232,99,192,2,1,43,2,3,57,3,1,1,100
"3254",6,232,99,192,2,1,43,2,3,57,3,1,2,100
"3255",6,232,99,192,2,1,43,2,3,57,3,1,3,100
"3256",6,232,99,192,2,1,43,2,3,57,3,1,4,100
"3257",6,232,99,192,2,1,43,2,3,57,3,1,5,65
"3258",6,232,99,192,2,1,43,2,3,57,3,1,6,76
"3259",6,232,99,192,2,1,43,2,3,57,3,1,7,100
"3260",6,232,99,192,2,1,43,2,3,57,3,1,8,100
"3261",6,232,99,192,2,1,43,2,3,57,3,1,9,100
"3262",6,232,99,192,2,1,43,2,3,57,3,1,10,100
"3263",6,232,99,192,2,1,43,2,3,57,3,2,1,100
"3264",6,232,99,192,2,1,43,2,3,57,3,2,2,100
"3265",6,232,99,192,2,1,43,2,3,57,3,2,3,100
"3266",6,232,99,192,2,1,43,2,3,57,3,2,4,100
"3267",6,232,99,192,2,1,43,2,3,57,3,2,5,44
"3268",6,232,99,192,2,1,43,2,3,57,3,2,6,38
"3269",6,232,99,192,2,1,43,2,3,57,3,2,7,24
"3270",6,232,99,192,2,1,43,2,3,57,3,2,8,26
"3271",6,232,99,192,2,1,43,2,3,57,3,2,9,77
"3272",6,232,99,192,2,1,43,2,3,57,3,2,10,100
"3273",6,232,99,192,2,1,43,2,4,80,0,1,2,100
"3274",6,232,99,192,2,1,43,2,4,80,0,1,3,38
"3275",6,232,99,192,2,1,43,2,4,80,0,1,4,100
"3276",6,232,99,192,2,1,43,2,4,80,0,1,5,100
"3277",6,232,99,192,2,1,43,2,4,80,0,1,6,3
"3278",6,232,99,192,2,1,43,2,4,80,0,1,7,43
"3279",6,232,99,192,2,1,43,2,4,80,0,1,8,53
"3280",6,232,99,192,2,1,43,2,4,80,0,1,9,100
"3281",6,232,99,192,2,1,43,2,4,80,0,1,10,68
"3282",6,232,99,192,2,1,43,2,4,80,0,2,2,100
"3283",6,232,99,192,2,1,43,2,4,80,0,2,3,99
"3284",6,232,99,192,2,1,43,2,4,80,0,2,4,63
"3285",6,232,99,192,2,1,43,2,4,80,0,2,5,100
"3286",6,232,99,192,2,1,43,2,4,80,0,2,6,12
"3287",6,232,99,192,2,1,43,2,4,80,0,2,7,22
"3288",6,232,99,192,2,1,43,2,4,80,0,2,8,100
"3289",6,232,99,192,2,1,43,2,4,80,0,2,9,100
"3290",6,232,99,192,2,1,43,2,4,80,0,2,10,50
"3291",6,511,99,188,1,2,43,2,3,57,1,1,1,100
"3292",6,511,99,188,1,2,43,2,3,57,1,1,2,100
"3293",6,511,99,188,1,2,43,2,3,57,1,1,3,100
"3294",6,511,99,188,1,2,43,2,3,57,1,1,4,100
"3295",6,511,99,188,1,2,43,2,3,57,1,1,5,100
"3296",6,511,99,188,1,2,43,2,3,57,1,1,6,100
"3297",6,511,99,188,1,2,43,2,3,57,1,1,7,100
"3298",6,511,99,188,1,2,43,2,3,57,1,1,8,100
"3299",6,511,99,188,1,2,43,2,3,57,1,1,9,10
"3300",6,511,99,188,1,2,43,2,3,57,1,1,10,100
"3301",6,511,99,188,1,2,43,2,3,57,1,2,1,100
"3302",6,511,99,188,1,2,43,2,3,57,1,2,2,100
"3303",6,511,99,188,1,2,43,2,3,57,1,2,3,100
"3304",6,511,99,188,1,2,43,2,3,57,1,2,4,100
"3305",6,511,99,188,1,2,43,2,3,57,1,2,5,100
"3306",6,511,99,188,1,2,43,2,3,57,1,2,6,100
"3307",6,511,99,188,1,2,43,2,3,57,1,2,7,100
"3308",6,511,99,188,1,2,43,2,3,57,1,2,8,100
"3309",6,511,99,188,1,2,43,2,3,57,1,2,9,100
"3310",6,511,99,189,2,2,43,2,3,57,1,1,1,100
"3311",6,511,99,189,2,2,43,2,3,57,1,1,2,50
"3312",6,511,99,189,2,2,43,2,3,57,1,1,3,99
"3313",6,511,99,189,2,2,43,2,3,57,1,1,4,100
"3314",6,511,99,189,2,2,43,2,3,57,1,1,5,100
"3315",6,511,99,189,2,2,43,2,3,57,1,1,6,100
"3316",6,511,99,189,2,2,43,2,3,57,1,1,7,100
"3317",6,511,99,189,2,2,43,2,3,57,1,1,8,68
"3318",6,511,99,189,2,2,43,2,3,57,1,1,9,25
"3319",6,511,99,189,2,2,43,2,3,57,1,1,10,5
"3320",6,511,99,189,2,2,43,2,3,57,1,2,1,100
"3321",6,511,99,189,2,2,43,2,3,57,1,2,2,100
"3322",6,511,99,189,2,2,43,2,3,57,1,2,3,100
"3323",6,511,99,189,2,2,43,2,3,57,1,2,4,100
"3324",6,511,99,189,2,2,43,2,3,57,1,2,5,100
"3325",6,511,99,189,2,2,43,2,3,57,1,2,6,100
"3326",6,511,99,189,2,2,43,2,3,57,1,2,7,100
"3327",6,511,99,189,2,2,43,2,3,57,1,2,8,100
"3328",6,511,99,189,2,2,43,2,3,57,1,2,9,100
"3329",6,535,99,188,1,2,43,1,1,40,NA,1,1,1
"3330",6,535,99,188,1,2,43,1,1,40,NA,2,1,3
"3331",6,535,99,188,1,2,43,1,1,40,NA,2,4,5
"3332",6,535,99,188,1,2,43,1,1,40,NA,2,5,8
"3333",6,535,99,188,1,2,43,1,1,40,NA,3,2,1
"3334",6,535,99,188,1,2,43,1,1,40,NA,3,5,1
"3335",6,535,99,188,1,2,43,2,2,80,NA,2,1,10
"3336",6,535,99,188,1,2,43,2,2,80,NA,2,2,26
"3337",6,535,99,188,1,2,43,2,2,80,NA,2,3,2
"3338",6,535,99,188,1,2,43,2,2,80,NA,2,5,14
"3339",6,535,99,188,1,2,43,2,3,57,3,1,1,4
"3340",6,535,99,188,1,2,43,2,3,57,3,1,2,100
"3341",6,535,99,188,1,2,43,2,3,57,3,1,3,100
"3342",6,535,99,188,1,2,43,2,3,57,3,1,4,80
"3343",6,535,99,188,1,2,43,2,3,57,3,1,5,100
"3344",6,535,99,188,1,2,43,2,3,57,3,1,6,30
"3345",6,535,99,188,1,2,43,2,3,57,3,1,7,100
"3346",6,535,99,188,1,2,43,2,3,57,3,1,8,3
"3347",6,535,99,188,1,2,43,2,3,57,3,2,2,100
"3348",6,535,99,188,1,2,43,2,3,57,3,2,3,100
"3349",6,535,99,188,1,2,43,2,3,57,3,2,4,100
"3350",6,535,99,188,1,2,43,2,3,57,3,2,5,100
"3351",6,535,99,188,1,2,43,2,3,57,3,2,6,100
"3352",6,535,99,188,1,2,43,2,3,57,3,2,7,100
"3353",6,535,99,188,1,2,43,2,3,57,3,2,10,100
"3354",6,535,99,188,1,2,43,2,4,80,0,1,1,100
"3355",6,535,99,188,1,2,43,2,4,80,0,1,2,54
"3356",6,535,99,188,1,2,43,2,4,80,0,1,3,100
"3357",6,535,99,188,1,2,43,2,4,80,0,1,4,100
"3358",6,535,99,188,1,2,43,2,4,80,0,1,5,100
"3359",6,535,99,188,1,2,43,2,4,80,0,1,6,100
"3360",6,535,99,188,1,2,43,2,4,80,0,1,7,100
"3361",6,535,99,188,1,2,43,2,4,80,0,1,8,45
"3362",6,535,99,188,1,2,43,2,4,80,0,1,9,100
"3363",6,535,99,188,1,2,43,2,4,80,0,2,1,74
"3364",6,535,99,188,1,2,43,2,4,80,0,2,2,99
"3365",6,535,99,188,1,2,43,2,4,80,0,2,3,100
"3366",6,535,99,188,1,2,43,2,4,80,0,2,4,100
"3367",6,535,99,188,1,2,43,2,4,80,0,2,5,100
"3368",6,535,99,188,1,2,43,2,4,80,0,2,6,100
"3369",6,535,99,188,1,2,43,2,4,80,0,2,7,100
"3370",6,535,99,188,1,2,43,2,4,80,0,2,8,29
"3371",6,535,99,188,1,2,43,2,4,80,0,2,9,80
"3372",6,535,99,189,2,2,43,1,1,40,0,1,1,2
"3373",6,535,99,189,2,2,43,1,1,40,0,2,2,1
"3374",6,535,99,189,2,2,43,1,1,40,0,2,3,2
"3375",6,535,99,189,2,2,43,1,1,40,0,3,3,8
"3376",6,535,99,189,2,2,43,1,1,40,0,3,4,1
"3377",6,535,99,189,2,2,43,1,1,40,0,4,1,1
"3378",6,535,99,189,2,2,43,1,1,40,0,4,2,1
"3379",6,535,99,189,2,2,43,1,1,40,0,4,3,2
"3380",6,535,99,189,2,2,43,1,1,40,0,4,4,1
"3381",6,535,99,189,2,2,43,1,1,40,0,4,5,2
"3382",6,535,99,189,2,2,43,1,1,40,0,5,1,1
"3383",6,535,99,189,2,2,43,1,1,40,0,5,3,3
"3384",6,535,99,189,2,2,43,2,2,80,0,1,4,1
"3385",6,535,99,189,2,2,43,2,2,80,0,2,2,43
"3386",6,535,99,189,2,2,43,2,2,80,0,2,3,7
"3387",6,535,99,189,2,2,43,2,2,80,0,2,4,10
"3388",6,535,99,189,2,2,43,2,2,80,0,2,5,20
"3389",6,535,99,189,2,2,43,2,2,80,0,2,8,22
"3390",6,535,99,189,2,2,43,2,3,57,3,1,1,2
"3391",6,535,99,189,2,2,43,2,3,57,3,1,2,100
"3392",6,535,99,189,2,2,43,2,3,57,3,1,3,100
"3393",6,535,99,189,2,2,43,2,3,57,3,1,4,28
"3394",6,535,99,189,2,2,43,2,3,57,3,1,5,100
"3395",6,535,99,189,2,2,43,2,3,57,3,1,6,60
"3396",6,535,99,189,2,2,43,2,3,57,3,1,7,100
"3397",6,535,99,189,2,2,43,2,3,57,3,2,2,100
"3398",6,535,99,189,2,2,43,2,3,57,3,2,3,100
"3399",6,535,99,189,2,2,43,2,3,57,3,2,4,100
"3400",6,535,99,189,2,2,43,2,3,57,3,2,5,100
"3401",6,535,99,189,2,2,43,2,3,57,3,2,6,100
"3402",6,535,99,189,2,2,43,2,3,57,3,2,7,100
"3403",6,535,99,189,2,2,43,2,3,57,3,2,8,6
"3404",6,535,99,189,2,2,43,2,3,57,3,2,9,1
"3405",6,535,99,189,2,2,43,2,3,57,3,2,10,100
"3406",6,535,99,189,2,2,43,2,4,80,0,1,2,95
"3407",6,535,99,189,2,2,43,2,4,80,0,1,3,83
"3408",6,535,99,189,2,2,43,2,4,80,0,1,4,100
"3409",6,535,99,189,2,2,43,2,4,80,0,1,5,100
"3410",6,535,99,189,2,2,43,2,4,80,0,1,6,99
"3411",6,535,99,189,2,2,43,2,4,80,0,1,7,99
"3412",6,535,99,189,2,2,43,2,4,80,0,1,8,100
"3413",6,535,99,189,2,2,43,2,4,80,0,1,9,90
"3414",6,535,99,189,2,2,43,2,4,80,0,1,10,100
"3415",6,535,99,189,2,2,43,2,4,80,0,2,1,8
"3416",6,535,99,189,2,2,43,2,4,80,0,2,2,99
"3417",6,535,99,189,2,2,43,2,4,80,0,2,3,80
"3418",6,535,99,189,2,2,43,2,4,80,0,2,4,68
"3419",6,535,99,189,2,2,43,2,4,80,0,2,5,81
"3420",6,535,99,189,2,2,43,2,4,80,0,2,6,99
"3421",6,535,99,189,2,2,43,2,4,80,0,2,7,100
"3422",6,535,99,189,2,2,43,2,4,80,0,2,8,97
"3423",6,535,99,189,2,2,43,2,4,80,0,2,9,100
"3424",6,535,99,189,2,2,43,2,4,80,0,2,10,99
"3425",7,192,99,253,1,1,52,1,1,40,NA,1,1,15
"3426",7,192,99,253,1,1,52,1,1,40,NA,1,2,3
"3427",7,192,99,253,1,1,52,1,1,40,NA,1,3,4
"3428",7,192,99,253,1,1,52,1,1,40,NA,1,4,7
"3429",7,192,99,253,1,1,52,1,1,40,NA,2,1,19
"3430",7,192,99,253,1,1,52,1,1,40,NA,2,2,9
"3431",7,192,99,253,1,1,52,1,1,40,NA,2,3,11
"3432",7,192,99,253,1,1,52,1,1,40,NA,2,4,7
"3433",7,192,99,253,1,1,52,1,1,40,NA,2,5,5
"3434",7,192,99,253,1,1,52,1,1,40,NA,3,4,15
"3435",7,192,99,253,1,1,52,1,1,40,NA,3,5,4
"3436",7,192,99,253,1,1,52,1,1,40,NA,4,1,100
"3437",7,192,99,253,1,1,52,1,1,40,NA,5,5,1
"3438",7,192,99,253,1,1,52,2,2,80,NA,1,5,11
"3439",7,192,99,253,1,1,52,2,2,80,NA,1,6,1
"3440",7,192,99,253,1,1,52,2,2,80,NA,1,8,7
"3441",7,192,99,253,1,1,52,2,2,80,NA,1,9,21
"3442",7,192,99,253,1,1,52,2,2,80,NA,2,4,17
"3443",7,192,99,253,1,1,52,2,2,80,NA,2,5,2
"3444",7,192,99,253,1,1,52,2,3,57,NA,1,6,20
"3445",7,192,99,253,1,1,52,2,3,57,NA,2,5,15
"3446",7,192,99,253,1,1,52,2,3,57,NA,2,7,9
"3447",7,192,99,253,1,1,52,2,3,57,NA,2,10,3
"3448",7,192,99,253,1,1,52,2,4,80,NA,1,1,77
"3449",7,192,99,253,1,1,52,2,4,80,NA,1,2,18
"3450",7,192,99,253,1,1,52,2,4,80,NA,1,3,8
"3451",7,192,99,253,1,1,52,2,4,80,NA,1,4,3
"3452",7,192,99,253,1,1,52,2,4,80,NA,1,5,38
"3453",7,192,99,253,1,1,52,2,4,80,NA,2,1,1
"3454",7,192,99,253,1,1,52,2,4,80,NA,2,2,20
"3455",7,192,99,253,1,1,52,2,4,80,NA,2,3,5
"3456",7,192,99,253,1,1,52,2,4,80,NA,2,4,96
"3457",7,192,99,253,1,1,52,2,4,80,NA,2,5,34
"3458",7,192,99,253,1,1,52,2,4,80,NA,2,10,1
"3459",7,192,99,254,2,1,52,1,1,40,NA,1,1,30
"3460",7,192,99,254,2,1,52,1,1,40,NA,1,2,5
"3461",7,192,99,254,2,1,52,1,1,40,NA,1,3,4
"3462",7,192,99,254,2,1,52,1,1,40,NA,1,4,7
"3463",7,192,99,254,2,1,52,1,1,40,NA,1,5,3
"3464",7,192,99,254,2,1,52,1,1,40,NA,2,1,12
"3465",7,192,99,254,2,1,52,1,1,40,NA,2,2,22
"3466",7,192,99,254,2,1,52,1,1,40,NA,2,3,10
"3467",7,192,99,254,2,1,52,1,1,40,NA,2,4,9
"3468",7,192,99,254,2,1,52,1,1,40,NA,2,5,27
"3469",7,192,99,254,2,1,52,1,1,40,NA,3,1,3
"3470",7,192,99,254,2,1,52,1,1,40,NA,3,2,1
"3471",7,192,99,254,2,1,52,1,1,40,NA,3,3,3
"3472",7,192,99,254,2,1,52,1,1,40,NA,3,4,16
"3473",7,192,99,254,2,1,52,1,1,40,NA,3,5,7
"3474",7,192,99,254,2,1,52,1,1,40,NA,4,5,2
"3475",7,192,99,254,2,1,52,1,1,40,NA,5,1,5
"3476",7,192,99,254,2,1,52,1,1,40,NA,5,2,4
"3477",7,192,99,254,2,1,52,1,1,40,NA,5,3,6
"3478",7,192,99,254,2,1,52,1,1,40,NA,5,4,1
"3479",7,192,99,254,2,1,52,1,1,40,NA,5,5,2
"3480",7,192,99,254,2,1,52,2,2,80,NA,1,4,1
"3481",7,192,99,254,2,1,52,2,2,80,NA,1,5,2
"3482",7,192,99,254,2,1,52,2,2,80,NA,1,6,5
"3483",7,192,99,254,2,1,52,2,2,80,NA,2,4,10
"3484",7,192,99,254,2,1,52,2,2,80,NA,2,5,18
"3485",7,192,99,254,2,1,52,2,2,80,NA,2,6,19
"3486",7,192,99,254,2,1,52,2,2,80,NA,2,8,7
"3487",7,192,99,254,2,1,52,2,2,80,NA,2,9,55
"3488",7,192,99,254,2,1,52,2,2,80,NA,2,10,4
"3489",7,192,99,254,2,1,52,2,3,57,NA,2,7,8
"3490",7,192,99,254,2,1,52,2,3,57,NA,2,10,11
"3491",7,192,99,254,2,1,52,2,4,80,NA,1,2,2
"3492",7,192,99,254,2,1,52,2,4,80,NA,1,5,2
"3493",7,192,99,254,2,1,52,2,4,80,NA,2,1,42
"3494",7,192,99,254,2,1,52,2,4,80,NA,2,2,7
"3495",7,192,99,254,2,1,52,2,4,80,NA,2,3,22
"3496",7,192,99,254,2,1,52,2,4,80,NA,2,4,100
"3497",7,192,99,254,2,1,52,2,4,80,NA,2,5,18
"3498",7,216,99,251,1,2,52,2,4,81,NA,2,4,3
"3499",7,216,99,251,1,2,52,2,3,57,NA,1,2,9
"3500",7,216,99,251,1,2,52,2,3,57,NA,1,8,4
"3501",7,216,99,252,2,2,52,2,3,57,NA,2,3,5
"3502",7,216,99,252,2,2,52,2,3,57,NA,2,5,5
"3503",7,216,99,252,2,2,52,2,3,57,NA,2,9,10
"3504",7,216,99,252,2,2,52,2,4,80,NA,1,4,1
"3505",7,216,99,252,2,2,52,2,4,80,NA,2,4,1
"3506",7,232,99,250,1,1,52,1,1,40,0,1,3,5
"3507",7,232,99,250,1,1,52,1,1,40,0,1,5,4
"3508",7,232,99,250,1,1,52,1,1,40,0,2,2,1
"3509",7,232,99,250,1,1,52,1,1,40,0,2,4,8
"3510",7,232,99,250,1,1,52,1,1,40,0,4,4,1
"3511",7,232,99,250,1,1,52,1,1,40,0,5,4,4
"3512",7,232,99,250,1,1,52,2,2,80,0,1,9,1
"3513",7,232,99,250,1,1,52,2,2,80,0,2,6,1
"3514",7,232,99,250,1,1,52,2,3,57,0,1,1,4
"3515",7,232,99,250,1,1,52,2,3,57,0,1,2,55
"3516",7,232,99,250,1,1,52,2,3,57,0,1,3,50
"3517",7,232,99,250,1,1,52,2,3,57,0,1,4,80
"3518",7,232,99,250,1,1,52,2,3,57,0,1,5,45
"3519",7,232,99,250,1,1,52,2,3,57,0,1,6,80
"3520",7,232,99,250,1,1,52,2,3,57,0,1,7,100
"3521",7,232,99,250,1,1,52,2,3,57,0,1,8,8
"3522",7,232,99,250,1,1,52,2,3,57,0,1,9,19
"3523",7,232,99,250,1,1,52,2,3,57,0,1,10,18
"3524",7,232,99,250,1,1,52,2,3,57,0,2,1,26
"3525",7,232,99,250,1,1,52,2,3,57,0,2,2,19
"3526",7,232,99,250,1,1,52,2,3,57,0,2,3,100
"3527",7,232,99,250,1,1,52,2,3,57,0,2,4,100
"3528",7,232,99,250,1,1,52,2,3,57,0,2,5,55
"3529",7,232,99,250,1,1,52,2,3,57,0,2,6,85
"3530",7,232,99,250,1,1,52,2,3,57,0,2,7,27
"3531",7,232,99,250,1,1,52,2,3,57,0,2,8,100
"3532",7,232,99,250,1,1,52,2,3,57,0,2,9,100
"3533",7,232,99,250,1,1,52,2,3,57,0,2,10,100
"3534",7,232,99,250,1,1,52,2,4,80,0,1,2,15
"3535",7,232,99,250,1,1,52,2,4,80,0,1,3,22
"3536",7,232,99,250,1,1,52,2,4,80,0,1,4,21
"3537",7,232,99,250,1,1,52,2,4,80,0,1,5,23
"3538",7,232,99,250,1,1,52,2,4,80,0,1,6,3
"3539",7,232,99,250,1,1,52,2,4,80,0,1,7,9
"3540",7,232,99,250,1,1,52,2,4,80,0,1,8,15
"3541",7,232,99,250,1,1,52,2,4,80,0,1,9,29
"3542",7,232,99,250,1,1,52,2,4,80,0,1,10,23
"3543",7,232,99,250,1,1,52,2,4,80,0,2,1,1
"3544",7,232,99,250,1,1,52,2,4,80,0,2,2,9
"3545",7,232,99,250,1,1,52,2,4,80,0,2,3,13
"3546",7,232,99,250,1,1,52,2,4,80,0,2,4,13
"3547",7,232,99,250,1,1,52,2,4,80,0,2,5,21
"3548",7,232,99,250,1,1,52,2,4,80,0,2,6,1
"3549",7,232,99,250,1,1,52,2,4,80,0,2,7,1
"3550",7,232,99,250,1,1,52,2,4,80,0,2,8,4
"3551",7,232,99,250,1,1,52,2,4,80,0,2,9,3
"3552",7,232,99,250,1,1,52,2,4,80,0,2,10,2
"3553",7,232,99,251,2,1,52,1,1,40,0,1,2,1
"3554",7,232,99,251,2,1,52,1,1,40,0,1,4,15
"3555",7,232,99,251,2,1,52,1,1,40,0,1,5,1
"3556",7,232,99,251,2,1,52,1,1,40,0,2,2,4
"3557",7,232,99,251,2,1,52,1,1,40,0,2,3,2
"3558",7,232,99,251,2,1,52,1,1,40,0,2,4,3
"3559",7,232,99,251,2,1,52,1,1,40,0,2,5,2
"3560",7,232,99,251,2,1,52,1,1,40,0,3,4,7
"3561",7,232,99,251,2,1,52,1,1,40,0,4,2,1
"3562",7,232,99,251,2,1,52,1,1,40,0,4,4,1
"3563",7,232,99,251,2,1,52,1,1,40,0,5,4,10
"3564",7,232,99,251,2,1,52,1,1,40,0,5,5,10
"3565",7,232,99,251,2,1,52,2,2,80,0,2,10,1
"3566",7,232,99,251,2,1,52,2,3,57,0,1,1,29
"3567",7,232,99,251,2,1,52,2,3,57,0,1,2,53
"3568",7,232,99,251,2,1,52,2,3,57,0,1,3,95
"3569",7,232,99,251,2,1,52,2,3,57,0,1,4,61
"3570",7,232,99,251,2,1,52,2,3,57,0,1,5,100
"3571",7,232,99,251,2,1,52,2,3,57,0,1,6,75
"3572",7,232,99,251,2,1,52,2,3,57,0,1,7,76
"3573",7,232,99,251,2,1,52,2,3,57,0,1,8,18
